transaction_id,customer_id,order_date,amount
T00881,C0267,2025-06-19,139.43
T01508,C0467,2025-04-19,200.59
T01782,C0540,2025-10-28,227.22
T00475,C0148,2025-02-16,254.52
T01550,C0477,2025-04-13,33.01
T01394,C0436,2025-01-17,233.16
T01978,C0600,2025-02-25,101.09
T00990,C0306,2025-11-07,98.26
T00525,C0163,2025-06-07,139.02
T01053,C0325,2025-10-08,89.94
T01277,C0399,2025-12-08,303.99
T01926,C0583,2025-08-09,324.19
T00903,C0277,2025-07-12,294.02
T00439,C0135,2025-08-03,244.91
T01570,C0481,2025-12-02,219.61
T00710,C0215,2025-10-16,338.76
T00942,C0292,2025-06-24,377.72
T00026,C0007,2025-07-14,34.78
T00140,C0045,2025-01-15,45.52
T00635,C0196,2025-11-04,86.89
T01871,C0566,2025-06-15,151.54
T01086,C0336,2025-05-21,317.27
T00372,C0110,2025-04-09,302.33
T00994,C0307,2025-07-14,29.56
T01656,C0504,2025-07-03,15.12
T00700,C0213,2025-11-26,223.45
T01856,C0560,2025-06-08,332.55
T00448,C0139,2025-05-22,183.47
T00871,C0264,2025-05-01,302.96
T00288,C0084,2025-01-06,85.3
T01941,C0590,2025-01-10,268.03
T00290,C0085,2025-01-14,90.96
T00325,C0098,2025-08-28,64.87
T00938,C0292,2025-12-06,291.62
T00531,C0163,2025-02-24,200.56
T01210,C0376,2025-09-20,51.2
T01867,C0566,2025-12-10,175.37
T01592,C0487,2025-06-13,397.76
T00405,C0124,2025-03-15,372.76
T01557,C0479,2025-10-10,186.77
T01202,C0372,2025-03-07,348.08
T00500,C0155,2025-11-18,250.9
T00776,C0234,2025-08-24,250.31
T00387,C0118,2025-12-26,300.32
T01957,C0595,2025-09-03,272.56
T01267,C0393,2025-07-17,103.45
T00374,C0111,2025-07-26,118.06
T00453,C0140,2025-01-26,224.49
T00229,C0069,2025-02-02,129.94
T00960,C0297,2025-07-04,53.48
T01962,C0597,2025-04-01,323.17
T01109,C0344,2025-08-02,310.03
T01263,C0391,2025-05-13,146.7
T01108,C0344,2025-05-09,281.2
T01123,C0350,2025-07-02,144.06
T00062,C0016,2025-05-10,290.09
T00042,C0011,2025-03-17,239.48
T01660,C0504,2025-08-21,131.3
T01521,C0469,2025-02-09,146.97
T00005,C0001,2025-01-20,123.42
T01411,C0438,2025-10-25,42.6
T01133,C0351,2025-09-12,53.32
T00120,C0036,2025-09-15,156.77
T00190,C0056,2025-08-21,270.77
T01462,C0449,2025-12-05,342.77
T01704,C0517,2025-07-17,368.5
T01269,C0394,2025-11-01,323.03
T01222,C0378,2025-07-21,237.66
T00961,C0297,2025-11-01,387.36
T01097,C0340,2025-03-28,287.43
T01612,C0493,2025-12-12,277.38
T01863,C0564,2025-05-11,22.5
T01113,C0346,2025-05-04,50.83
T00162,C0050,2025-07-16,358.74
T01007,C0313,2025-07-02,325.3
T00956,C0296,2025-11-10,91.68
T00053,C0012,2025-10-10,333.66
T00377,C0112,2025-06-25,396.98
T00781,C0234,2025-03-10,50.88
T00393,C0119,2025-10-05,151.78
T00537,C0164,2025-12-24,70.19
T01768,C0536,2025-06-07,335.7
T00665,C0207,2025-09-27,208.19
T00110,C0034,2025-09-21,244.19
T01713,C0521,2025-08-19,280.54
T00657,C0201,2025-03-05,28.05
T00839,C0252,2025-08-07,36.82
T01591,C0486,2025-11-27,89.0
T01931,C0584,2025-02-28,359.78
T00327,C0099,2025-07-15,369.28
T01195,C0370,2025-12-06,28.97
T00750,C0228,2025-04-14,334.03
T00907,C0279,2025-07-20,379.22
T00493,C0154,2025-04-02,39.75
T01582,C0483,2025-05-23,391.03
T01971,C0599,2025-04-23,261.0
T00719,C0221,2025-11-04,191.82
T00761,C0230,2025-02-04,220.74
T00018,C0005,2025-08-19,104.52
T01289,C0404,2025-11-01,36.78
T00172,C0052,2025-07-16,146.68
T01470,C0454,2025-06-10,386.55
T00686,C0211,2025-11-20,321.64
T01854,C0560,2025-02-03,164.78
T01216,C0376,2025-11-02,377.21
T00146,C0046,2025-04-27,266.21
T00457,C0143,2025-08-04,349.6
T01586,C0484,2025-04-14,196.32
T01667,C0506,2025-08-28,248.08
T01047,C0323,2025-02-22,213.96
T00826,C0247,2025-01-25,316.22
T00161,C0050,2025-12-05,201.86
T01950,C0592,2025-06-12,204.93
T01056,C0327,2025-10-09,126.44
T01763,C0534,2025-01-22,255.15
T01933,C0586,2025-05-28,354.1
T00452,C0140,2025-01-18,176.3
T00604,C0180,2025-03-04,215.68
T01083,C0336,2025-10-09,333.01
T00183,C0056,2025-02-18,244.42
T00168,C0051,2025-08-24,328.26
T01628,C0495,2025-08-18,270.39
T01914,C0580,2025-07-02,103.42
T00114,C0034,2025-10-03,242.36
T01789,C0542,2025-03-15,92.56
T01921,C0580,2025-03-26,241.57
T01963,C0597,2025-10-05,322.7
T00274,C0080,2025-10-24,223.3
T00704,C0214,2025-07-15,129.26
T00301,C0091,2025-12-23,344.82
T00989,C0306,2025-01-05,350.3
T01546,C0476,2025-10-08,321.3
T01672,C0506,2025-09-22,199.05
T01074,C0332,2025-11-04,73.97
T00904,C0277,2025-10-20,190.24
T00186,C0056,2025-07-16,357.31
T00461,C0144,2025-12-28,18.31
T01629,C0496,2025-10-15,386.23
T00410,C0126,2025-09-21,340.94
T00167,C0051,2025-11-13,336.62
T01150,C0356,2025-06-05,378.85
T01253,C0388,2025-02-28,40.18
T00952,C0296,2025-10-11,353.63
T00675,C0209,2025-11-05,43.59
T01335,C0418,2025-11-04,93.24
T01035,C0320,2025-12-01,52.09
T01091,C0337,2025-07-11,222.62
T00088,C0026,2025-03-05,45.91
T01943,C0590,2025-09-02,304.0
T00354,C0107,2025-09-19,22.67
T00163,C0051,2025-06-18,172.01
T01518,C0468,2025-04-05,228.14
T01008,C0313,2025-10-14,329.2
T01977,C0599,2025-01-24,247.37
T00182,C0056,2025-05-24,54.05
T01690,C0513,2025-12-13,343.22
T00575,C0173,2025-03-22,233.51
T01724,C0523,2025-07-24,393.2
T01676,C0506,2025-03-02,83.09
T01683,C0510,2025-01-02,54.43
T01389,C0434,2025-04-17,62.18
T01460,C0449,2025-02-01,216.37
T00780,C0234,2025-10-20,24.48
T00047,C0011,2025-05-12,355.08
T01138,C0353,2025-01-07,398.9
T00295,C0087,2025-06-19,372.73
T00330,C0100,2025-04-17,206.43
T00827,C0247,2025-08-09,259.09
T01797,C0543,2025-03-25,167.35
T01484,C0461,2025-03-06,97.73
T01621,C0494,2025-10-18,358.17
T01581,C0483,2025-09-02,44.73
T01735,C0527,2025-11-22,133.16
T01199,C0371,2025-06-11,287.48
T01644,C0502,2025-02-02,21.12
T00188,C0056,2025-03-20,18.81
T01067,C0330,2025-09-10,98.55
T01060,C0328,2025-02-05,16.78
T01504,C0467,2025-07-15,291.5
T01193,C0369,2025-09-21,105.08
T01377,C0428,2025-06-23,258.53
T00228,C0069,2025-12-13,76.91
T00934,C0291,2025-01-18,59.65
T01122,C0350,2025-07-23,46.54
T00574,C0172,2025-10-27,327.55
T01807,C0546,2025-05-11,173.85
T00102,C0029,2025-12-13,148.16
T01848,C0557,2025-09-03,287.16
T00463,C0145,2025-11-28,159.67
T00958,C0296,2025-02-12,24.65
T00734,C0224,2025-02-01,311.68
T01266,C0393,2025-08-13,371.23
T00545,C0165,2025-07-03,313.88
T01818,C0548,2025-09-11,377.64
T01308,C0409,2025-02-11,293.97
T01080,C0334,2025-05-19,57.86
T00894,C0272,2025-06-05,150.39
T00446,C0138,2025-12-20,291.23
T00236,C0070,2025-11-01,123.43
T01005,C0312,2025-04-25,28.13
T00118,C0036,2025-02-23,203.5
T00121,C0036,2025-09-05,340.46
T00819,C0245,2025-05-15,199.17
T01087,C0336,2025-06-13,166.91
T00484,C0151,2025-02-04,165.7
T00509,C0155,2025-06-09,380.49
T01246,C0387,2025-01-07,114.05
T01385,C0433,2025-04-27,124.87
T01841,C0555,2025-11-04,211.3
T01379,C0429,2025-11-01,26.19
T00538,C0164,2025-02-01,178.05
T01642,C0500,2025-12-16,68.95
T00261,C0079,2025-12-15,61.85
T01937,C0589,2025-05-15,87.45
T00254,C0079,2025-04-28,175.63
T01560,C0479,2025-11-09,169.38
T01315,C0410,2025-08-12,135.1
T01180,C0361,2025-02-26,116.76
T01723,C0523,2025-09-20,157.26
T00152,C0048,2025-08-26,251.49
T01032,C0320,2025-06-16,228.22
T00739,C0225,2025-05-21,76.06
T01693,C0514,2025-03-14,356.02
T01024,C0317,2025-10-28,134.93
T01073,C0332,2025-05-11,353.87
T00631,C0194,2025-10-24,195.35
T01541,C0474,2025-09-14,230.23
T00067,C0018,2025-11-07,115.38
T00075,C0021,2025-09-08,31.16
T00262,C0079,2025-09-15,17.73
T01839,C0555,2025-07-23,348.28
T01670,C0506,2025-01-06,160.18
T00898,C0273,2025-02-07,59.5
T00247,C0076,2025-06-05,120.55
T01146,C0355,2025-09-17,248.92
T00309,C0094,2025-09-27,319.26
T00561,C0168,2025-03-18,34.71
T01388,C0434,2025-12-06,319.1
T00992,C0306,2025-11-05,192.7
T01025,C0317,2025-01-03,213.11
T00790,C0238,2025-03-07,388.08
T01454,C0449,2025-03-27,228.31
T00851,C0255,2025-08-19,94.35
T01095,C0339,2025-05-01,121.75
T00112,C0034,2025-12-04,98.36
T00350,C0106,2025-02-15,297.32
T01405,C0437,2025-04-25,177.31
T01219,C0376,2025-05-18,397.26
T00066,C0018,2025-08-26,383.28
T00237,C0070,2025-06-12,162.43
T00823,C0246,2025-05-05,16.16
T00740,C0225,2025-03-10,138.6
T00909,C0280,2025-03-18,60.12
T00610,C0182,2025-11-10,23.57
T00273,C0080,2025-05-22,52.4
T00116,C0034,2025-12-22,46.82
T01947,C0592,2025-09-06,137.44
T01303,C0407,2025-03-14,341.49
T00077,C0021,2025-07-28,206.63
T01924,C0582,2025-07-23,356.3
T00597,C0176,2025-06-15,46.86
T00555,C0167,2025-04-20,221.13
T01664,C0505,2025-12-23,259.43
T00268,C0080,2025-11-08,224.13
T01058,C0328,2025-11-08,124.62
T00444,C0136,2025-05-10,376.53
T01295,C0404,2025-10-23,248.23
T00100,C0029,2025-07-28,231.95
T01831,C0552,2025-03-11,282.47
T01112,C0345,2025-12-02,70.16
T01549,C0477,2025-01-07,68.75
T01951,C0593,2025-01-17,371.02
T01203,C0372,2025-10-14,77.15
T01915,C0580,2025-08-08,379.7
T01633,C0496,2025-06-11,192.36
T00335,C0100,2025-07-27,258.57
T00381,C0115,2025-02-05,19.36
T01772,C0539,2025-01-10,276.15
T00543,C0165,2025-05-11,287.82
T00450,C0140,2025-10-10,94.55
T00270,C0080,2025-05-25,190.04
T00240,C0071,2025-01-26,364.8
T01129,C0350,2025-09-21,317.19
T00579,C0175,2025-02-21,130.53
T01211,C0376,2025-05-13,168.92
T00319,C0096,2025-02-22,345.87
T01975,C0599,2025-02-05,137.58
T00041,C0011,2025-10-06,305.04
T01775,C0539,2025-04-19,228.24
T00641,C0196,2025-06-18,298.89
T00822,C0246,2025-06-16,27.86
T01255,C0389,2025-09-21,69.53
T01659,C0504,2025-06-22,81.02
T00793,C0238,2025-05-28,57.6
T01554,C0479,2025-04-08,285.05
T01902,C0576,2025-07-06,71.76
T01632,C0496,2025-04-04,252.46
T01270,C0394,2025-09-05,22.24
T00859,C0259,2025-06-02,279.68
T01598,C0490,2025-07-06,255.62
T01072,C0332,2025-03-26,52.84
T01899,C0575,2025-08-08,346.99
T01284,C0402,2025-08-04,202.38
T00010,C0001,2025-05-21,51.27
T01457,C0449,2025-06-14,65.33
T00343,C0101,2025-08-12,254.33
T00527,C0163,2025-04-21,203.5
T00846,C0253,2025-05-15,211.82
T01589,C0486,2025-12-24,198.73
T01119,C0348,2025-12-02,313.91
T01696,C0515,2025-05-19,67.1
T01558,C0479,2025-12-27,132.58
T00321,C0097,2025-06-01,367.34
T01260,C0390,2025-09-08,295.4
T01638,C0498,2025-07-24,242.69
T01648,C0503,2025-11-26,385.45
T00375,C0111,2025-08-25,124.52
T01362,C0426,2025-02-15,328.82
T01302,C0407,2025-02-04,257.05
T00566,C0169,2025-07-14,257.65
T00224,C0067,2025-10-24,375.31
T01868,C0566,2025-07-17,266.98
T00564,C0169,2025-03-19,293.32
T01358,C0425,2025-07-23,263.08
T01373,C0426,2025-06-16,64.15
T01516,C0468,2025-01-04,133.83
T00805,C0242,2025-09-22,302.48
T00367,C0108,2025-11-18,200.88
T01191,C0368,2025-09-01,147.92
T00613,C0184,2025-05-18,370.92
T01314,C0410,2025-02-14,214.03
T00895,C0272,2025-01-19,230.5
T00650,C0200,2025-01-22,206.81
T01065,C0328,2025-08-05,303.77
T00317,C0096,2025-11-04,184.54
T00688,C0211,2025-08-12,378.46
T00253,C0078,2025-08-05,287.59
T00470,C0146,2025-11-09,28.94
T00170,C0051,2025-04-27,73.97
T00627,C0193,2025-04-23,130.7
T00609,C0181,2025-12-03,338.26
T00286,C0083,2025-12-17,182.72
T00141,C0045,2025-07-06,332.18
T01318,C0412,2025-06-02,276.88
T01666,C0506,2025-03-25,295.63
T01469,C0453,2025-07-10,280.9
T01288,C0404,2025-05-17,215.43
T01489,C0463,2025-06-23,264.68
T01910,C0580,2025-06-18,299.38
T01459,C0449,2025-02-28,373.49
T01006,C0313,2025-08-18,227.04
T01170,C0359,2025-01-04,128.87
T00203,C0061,2025-11-26,145.19
T00218,C0066,2025-06-14,399.26
T00962,C0297,2025-08-25,325.74
T01684,C0510,2025-07-23,165.3
T01755,C0530,2025-10-09,218.34
T00521,C0161,2025-03-19,272.05
T01569,C0481,2025-04-08,27.02
T00682,C0211,2025-08-09,265.3
T00129,C0041,2025-01-02,317.03
T00093,C0027,2025-07-12,330.57
T00476,C0148,2025-08-24,180.69
T00165,C0051,2025-11-14,279.76
T01594,C0488,2025-02-11,74.24
T00048,C0011,2025-08-20,174.18
T00717,C0220,2025-10-01,162.77
T01337,C0420,2025-04-22,63.05
T01340,C0421,2025-04-20,63.79
T00057,C0014,2025-12-14,331.35
T00250,C0077,2025-12-25,79.26
T00130,C0042,2025-11-13,180.54
T01184,C0364,2025-08-23,90.82
T01233,C0381,2025-08-19,337.94
T01474,C0455,2025-12-10,50.92
T00861,C0260,2025-05-15,298.42
T00621,C0189,2025-10-11,102.79
T01356,C0425,2025-06-18,263.76
T00549,C0165,2025-07-11,112.37
T01499,C0466,2025-10-26,40.66
T01721,C0523,2025-04-11,130.98
T01174,C0359,2025-10-17,112.52
T00044,C0011,2025-08-05,372.99
T00524,C0162,2025-06-07,46.82
T01231,C0380,2025-07-13,125.07
T00877,C0266,2025-09-01,94.06
T00843,C0253,2025-08-13,121.92
T00981,C0304,2025-02-06,101.3
T00105,C0031,2025-11-08,184.87
T01502,C0466,2025-08-05,260.04
T01028,C0318,2025-02-26,145.22
T01400,C0437,2025-08-12,164.9
T00051,C0011,2025-09-06,392.47
T00080,C0021,2025-11-18,386.67
T01481,C0459,2025-09-07,20.91
T00486,C0152,2025-06-03,92.13
T00474,C0148,2025-03-26,227.17
T00759,C0230,2025-08-27,38.86
T01306,C0408,2025-08-11,96.53
T01780,C0540,2025-01-13,66.82
T00399,C0122,2025-09-28,320.59
T01892,C0574,2025-05-05,352.03
T00818,C0244,2025-07-01,125.64
T01323,C0413,2025-07-13,358.12
T01342,C0421,2025-04-08,382.08
T01332,C0417,2025-06-13,202.6
T01637,C0497,2025-05-19,158.99
T00497,C0154,2025-09-16,93.89
T00910,C0280,2025-04-08,191.08
T00230,C0069,2025-12-12,155.06
T01806,C0546,2025-10-01,231.1
T00518,C0159,2025-07-28,349.9
T01378,C0429,2025-04-22,50.31
T00807,C0242,2025-04-08,314.72
T01714,C0521,2025-04-01,237.66
T00897,C0273,2025-02-01,57.11
T01949,C0592,2025-06-09,214.1
T00403,C0123,2025-09-26,319.24
T00281,C0083,2025-06-25,123.69
T00373,C0111,2025-05-05,387.61
T00668,C0208,2025-04-20,119.7
T00795,C0238,2025-10-04,290.79
T01817,C0548,2025-01-16,212.46
T01330,C0416,2025-04-09,92.16
T01982,C0600,2025-04-09,335.11
T00672,C0208,2025-09-11,51.61
T00723,C0222,2025-12-24,277.23
T01104,C0343,2025-02-24,334.99
T01152,C0356,2025-08-28,173.77
T00535,C0163,2025-04-05,266.69
T01884,C0571,2025-10-07,375.96
T01030,C0320,2025-12-28,341.05
T01791,C0543,2025-08-22,133.29
T00494,C0154,2025-06-21,159.41
T00836,C0251,2025-01-10,263.11
T00392,C0119,2025-05-16,62.59
T00150,C0048,2025-05-18,172.82
T01461,C0449,2025-11-20,79.96
T01480,C0459,2025-07-03,350.82
T00742,C0226,2025-08-11,145.77
T00468,C0146,2025-01-26,170.36
T00302,C0091,2025-11-04,306.97
T00055,C0014,2025-03-28,357.08
T01946,C0592,2025-12-22,25.37
T01855,C0560,2025-08-19,176.22
T01322,C0412,2025-05-19,271.06
T00663,C0205,2025-06-21,219.34
T00711,C0215,2025-07-12,144.62
T01880,C0570,2025-11-13,352.5
T00441,C0136,2025-02-18,211.99
T00151,C0048,2025-07-15,172.13
T00456,C0142,2025-05-18,272.44
T00939,C0292,2025-11-05,184.03
T00398,C0122,2025-12-04,143.53
T00357,C0107,2025-01-23,46.02
T00352,C0106,2025-06-26,331.57
T01350,C0423,2025-09-06,286.72
T00849,C0254,2025-03-21,161.7
T00465,C0145,2025-09-12,45.59
T01786,C0541,2025-11-03,373.31
T00171,C0052,2025-12-23,52.97
T01893,C0574,2025-10-27,166.99
T00607,C0181,2025-04-25,92.04
T00620,C0188,2025-05-08,233.47
T00687,C0211,2025-10-25,226.57
T01273,C0395,2025-04-17,250.68
T01037,C0320,2025-01-20,236.13
T00528,C0163,2025-07-14,235.77
T00991,C0306,2025-06-13,95.74
T01194,C0370,2025-07-26,115.4
T00021,C0005,2025-11-04,141.85
T01118,C0348,2025-06-10,104.15
T01395,C0436,2025-07-02,351.57
T00160,C0050,2025-06-02,189.98
T01099,C0341,2025-11-22,397.87
T00913,C0282,2025-05-20,146.88
T01098,C0341,2025-08-15,180.98
T01434,C0445,2025-12-08,120.06
T00432,C0133,2025-05-20,251.24
T01689,C0512,2025-11-01,313.24
T01965,C0598,2025-01-12,63.61
T01983,C0600,2025-03-04,331.87
T00735,C0224,2025-11-21,275.05
T00920,C0286,2025-12-10,166.87
T01307,C0409,2025-05-11,24.96
T01214,C0376,2025-07-14,271.75
T01456,C0449,2025-11-24,222.7
T01468,C0453,2025-12-02,150.57
T00845,C0253,2025-09-07,72.2
T00038,C0008,2025-12-28,255.21
T00091,C0027,2025-05-14,163.34
T01510,C0467,2025-07-10,373.23
T00291,C0086,2025-10-16,23.42
T00034,C0007,2025-06-11,186.48
T01861,C0563,2025-12-13,362.04
T00811,C0242,2025-06-28,248.29
T00396,C0121,2025-03-05,326.5
T01450,C0448,2025-05-28,37.41
T00829,C0248,2025-02-11,272.22
T01935,C0587,2025-12-07,206.94
T01777,C0540,2025-03-28,198.63
T01736,C0527,2025-05-11,121.48
T01156,C0356,2025-03-04,111.4
T00094,C0027,2025-05-17,139.98
T00644,C0197,2025-11-10,58.78
T01169,C0359,2025-08-13,103.11
T01900,C0575,2025-04-06,125.93
T00119,C0036,2025-09-09,21.29
T01286,C0403,2025-06-09,349.21
T00085,C0025,2025-09-20,147.38
T00765,C0230,2025-03-25,362.52
T00099,C0028,2025-01-13,120.8
T00472,C0147,2025-02-09,134.88
T00552,C0166,2025-04-26,331.21
T00945,C0294,2025-12-10,112.85
T01274,C0396,2025-04-13,58.38
