sale_id,date,store,region,category,units,revenue
S2882,2025-09-05,Lambton,Wellington,Grocery,11,2600.44
S2883,2025-12-21,Queen St,Auckland,Apparel,12,2924.65
S2884,2025-03-24,Hamilton Central,Waikato,Home,3,94.89
S2885,2025-04-20,George St,Otago,Home,4,169.86
S2886,2025-03-14,Riccarton,Canterbury,Home,3,450.79
S2887,2025-07-03,George St,Otago,Grocery,8,2130.02
S2888,2025-12-04,George St,Otago,Grocery,12,2460.18
S2889,2025-02-14,Riccarton,Canterbury,Home,9,2013.69
S2890,2025-04-04,Queen St,Auckland,Apparel,1,68.19
S2891,2025-01-09,George St,Otago,Home,11,2962.06
S2892,2025-03-17,Queen St,Auckland,Electronics,2,128.38
S2893,2025-11-27,Queen St,Auckland,Home,10,531.04
S2894,2025-01-08,George St,Otago,Apparel,10,2172.53
S2895,2025-12-28,Queen St,Auckland,Home,2,112.7
S2896,2025-12-26,George St,Otago,Grocery,7,1543.42
S2897,2025-09-27,Queen St,Auckland,Grocery,1,207.16
S2898,2025-06-05,Hamilton Central,Waikato,Apparel,8,904.89
S2899,2025-10-28,Queen St,Auckland,Grocery,8,111.5
S2900,2025-06-11,Lambton,Wellington,Beauty,2,253.54
S2901,2025-09-13,Hamilton Central,Waikato,Apparel,5,536.03
S2902,2025-12-04,George St,Otago,Grocery,9,460.09
S2903,2025-07-07,Hamilton Central,Waikato,Electronics,7,855.21
S2904,2025-07-23,George St,Otago,Electronics,7,1681.54
S2905,2025-11-08,Lambton,Wellington,Home,12,2296.75
S2906,2025-07-06,Riccarton,Canterbury,Apparel,1,165.45
S2907,2025-01-24,Hamilton Central,Waikato,Grocery,9,524.2
S2908,2025-06-08,Lambton,Wellington,Home,9,198.37
S2909,2025-10-03,Hamilton Central,Waikato,Electronics,5,630.1
S2910,2025-01-23,George St,Otago,Home,7,1483.61
S2911,2025-09-27,Queen St,Auckland,Electronics,12,2616.28
S2912,2025-10-10,Lambton,Wellington,Home,7,624.36
S2913,2025-03-03,Queen St,Auckland,Apparel,5,539.05
S2914,2025-08-20,George St,Otago,Electronics,3,694.51
S2915,2025-01-11,Lambton,Wellington,Home,8,502.84
S2916,2025-12-23,Riccarton,Canterbury,Apparel,1,237.01
S2917,2025-09-08,George St,Otago,Beauty,8,2063.39
S2918,2025-01-09,Lambton,Wellington,Electronics,1,29.67
S2919,2025-11-19,George St,Otago,Home,10,2690.88
S2920,2025-08-02,Queen St,Auckland,Home,1,159.07
S2921,2025-03-14,George St,Otago,Beauty,5,418.97
S2922,2025-06-11,Hamilton Central,Waikato,Electronics,9,480.27
S2923,2025-05-04,Lambton,Wellington,Apparel,9,2542.42
S2924,2025-07-26,Queen St,Auckland,Electronics,12,883.98
S2925,2025-03-21,Riccarton,Canterbury,Beauty,5,308.94
S2926,2025-05-16,Queen St,Auckland,Apparel,4,341.29
S2927,2025-05-06,Lambton,Wellington,Grocery,7,1374.9
S2928,2025-07-22,Riccarton,Canterbury,Apparel,6,510.44
S2929,2025-03-04,Hamilton Central,Waikato,Apparel,3,425.55
S2930,2025-11-01,George St,Otago,Apparel,5,1437.31
S2931,2025-05-03,George St,Otago,Apparel,7,1036.93
S2932,2025-08-21,Riccarton,Canterbury,Electronics,9,2594.8
S2933,2025-07-01,Hamilton Central,Waikato,Home,3,603.06
S2934,2025-08-11,Lambton,Wellington,Apparel,11,3141.28
S2935,2025-01-23,George St,Otago,Home,6,847.56
S2936,2025-10-28,Queen St,Auckland,Beauty,6,599.94
S2937,2025-02-08,Hamilton Central,Waikato,Electronics,1,230.81
S2938,2025-02-09,Hamilton Central,Waikato,Electronics,1,156.93
S2939,2025-10-19,George St,Otago,Apparel,2,69.41
S2940,2025-10-24,Lambton,Wellington,Electronics,2,471.3
S2941,2025-02-01,Lambton,Wellington,Apparel,8,162.38
S2942,2025-01-04,Hamilton Central,Waikato,Apparel,8,2000.48
S2943,2025-08-14,Lambton,Wellington,Apparel,1,257.55
S2944,2025-05-04,Riccarton,Canterbury,Apparel,6,1242.97
S2945,2025-07-19,Lambton,Wellington,Home,5,124.1
S2946,2025-11-18,Queen St,Auckland,Electronics,9,807.12
S2947,2025-05-18,Lambton,Wellington,Grocery,3,707.52
S2948,2025-11-20,George St,Otago,Beauty,12,2051.52
S2949,2025-06-16,Hamilton Central,Waikato,Home,3,364.61
S2950,2025-03-03,Lambton,Wellington,Beauty,11,1211.54
S2951,2025-05-05,George St,Otago,Home,3,732.1
S2952,2025-02-11,Riccarton,Canterbury,Grocery,6,1311.83
S2953,2025-04-08,Queen St,Auckland,Apparel,8,1340.6
S2954,2025-09-28,Hamilton Central,Waikato,Grocery,6,1326.4
S2955,2025-07-16,Hamilton Central,Waikato,Apparel,8,1482.45
S2956,2025-04-13,Riccarton,Canterbury,Home,4,594.91
S2957,2025-08-27,Hamilton Central,Waikato,Electronics,2,347.05
S2958,2025-02-10,George St,Otago,Electronics,2,396.6
S2959,2025-07-26,Hamilton Central,Waikato,Electronics,10,983.01
S2960,2025-03-01,Hamilton Central,Waikato,Electronics,10,147.7
S2961,2025-01-07,Queen St,Auckland,Home,12,1992.46
S2962,2025-11-18,George St,Otago,Home,5,565.76
S2963,2025-12-12,Riccarton,Canterbury,Home,11,1339.17
S2964,2025-09-14,Hamilton Central,Waikato,Apparel,10,2842.84
S2965,2025-12-26,Riccarton,Canterbury,Apparel,2,314.65
S2966,2025-09-15,Queen St,Auckland,Apparel,5,729.22
S2967,2025-02-08,Hamilton Central,Waikato,Electronics,7,1912.69
S2968,2025-10-24,George St,Otago,Apparel,6,299.56
S2969,2025-09-02,George St,Otago,Apparel,9,1348.78
S2970,2025-05-23,Queen St,Auckland,Electronics,8,2394.46
S2971,2025-10-15,Riccarton,Canterbury,Home,9,850.05
S2972,2025-02-05,Hamilton Central,Waikato,Home,8,2372.86
S2973,2025-09-09,Riccarton,Canterbury,Electronics,1,179.94
S2974,2025-03-11,Riccarton,Canterbury,Apparel,3,753.57
S2975,2025-06-19,George St,Otago,Electronics,1,68.78
S2976,2025-02-04,Riccarton,Canterbury,Electronics,7,1942.3
S2977,2025-08-21,Queen St,Auckland,Grocery,5,428.63
S2978,2025-06-28,Hamilton Central,Waikato,Home,10,2231.02
S2979,2025-11-11,Hamilton Central,Waikato,Grocery,5,543.14
S2980,2025-11-12,Queen St,Auckland,Apparel,2,582.6
S2981,2025-10-27,Riccarton,Canterbury,Beauty,5,248.79
S2982,2025-12-27,Lambton,Wellington,Electronics,11,979.61
S2983,2025-03-13,Riccarton,Canterbury,Electronics,8,1338.86
S2984,2025-03-23,Lambton,Wellington,Home,1,216.86
S2985,2025-08-24,Lambton,Wellington,Home,5,708.5
S2986,2025-07-10,Lambton,Wellington,Electronics,3,741.88
S2987,2025-10-06,George St,Otago,Grocery,11,1512.43
S2988,2025-10-27,Hamilton Central,Waikato,Electronics,12,1891.72
S2989,2025-04-19,Hamilton Central,Waikato,Apparel,10,1224.21
S2990,2025-12-08,Hamilton Central,Waikato,Apparel,6,494.22
S2991,2025-11-16,Queen St,Auckland,Beauty,5,1048.1
S2992,2025-02-04,Hamilton Central,Waikato,Apparel,11,2686.58
S2993,2025-09-16,Queen St,Auckland,Beauty,12,537.44
S2994,2025-12-12,George St,Otago,Beauty,1,227.58
S2995,2025-02-02,Queen St,Auckland,Apparel,9,1181.77
S2996,2025-10-07,Lambton,Wellington,Electronics,11,2760.65
S2997,2025-03-02,Riccarton,Canterbury,Electronics,6,1707.74
S2998,2025-02-17,Lambton,Wellington,Beauty,11,1693.26
S2999,2025-07-15,Queen St,Auckland,Home,7,814.56
S3000,2025-06-22,Lambton,Wellington,Grocery,11,2380.89
S3001,2025-10-12,Hamilton Central,Waikato,Grocery,9,2470.59
S3002,2025-02-19,George St,Otago,Beauty,12,1870.92
S3003,2025-12-17,George St,Otago,Apparel,5,534.03
S3004,2025-03-07,Lambton,Wellington,Home,4,787.69
S3005,2025-08-12,George St,Otago,Beauty,8,732.51
S3006,2025-03-15,Riccarton,Canterbury,Grocery,5,1105.05
S3007,2025-11-09,Hamilton Central,Waikato,Apparel,8,925.18
S3008,2025-11-14,Lambton,Wellington,Home,7,473.11
S3009,2025-04-27,Queen St,Auckland,Grocery,8,1243.91
S3010,2025-10-05,Hamilton Central,Waikato,Beauty,4,1116.48
S3011,2025-06-06,Hamilton Central,Waikato,Apparel,1,44.71
S3012,2025-02-11,Lambton,Wellington,Home,11,147.54
S3013,2025-10-17,George St,Otago,Beauty,2,520.4
S3014,2025-03-13,Riccarton,Canterbury,Beauty,10,2219.53
S3015,2025-04-26,Hamilton Central,Waikato,Grocery,1,91.19
S3016,2025-08-05,Riccarton,Canterbury,Apparel,11,1338.94
S3017,2025-10-12,Riccarton,Canterbury,Home,6,1694.73
S3018,2025-11-12,Lambton,Wellington,Apparel,10,420.62
S3019,2025-11-25,Lambton,Wellington,Electronics,10,1098.37
S3020,2025-07-02,Hamilton Central,Waikato,Apparel,2,581.09
S3021,2025-03-12,Riccarton,Canterbury,Home,5,223.86
S3022,2025-07-19,Riccarton,Canterbury,Grocery,9,1070.06
S3023,2025-04-25,George St,Otago,Beauty,3,695.34
S3024,2025-01-24,Hamilton Central,Waikato,Beauty,2,211.16
S3025,2025-05-23,Lambton,Wellington,Apparel,2,542.04
S3026,2025-05-16,Lambton,Wellington,Grocery,7,1241.9
S3027,2025-11-27,Hamilton Central,Waikato,Electronics,7,972.23
S3028,2025-12-16,George St,Otago,Apparel,8,1482.64
S3029,2025-06-23,George St,Otago,Home,6,1133.28
S3030,2025-05-08,Queen St,Auckland,Electronics,7,925.86
S3031,2025-06-01,Hamilton Central,Waikato,Apparel,2,470.47
S3032,2025-12-05,Lambton,Wellington,Grocery,3,407.77
S3033,2025-05-11,Hamilton Central,Waikato,Grocery,3,501.26
S3034,2025-05-03,George St,Otago,Grocery,7,1389.69
S3035,2025-02-02,Riccarton,Canterbury,Home,1,25.1
S3036,2025-05-11,Lambton,Wellington,Apparel,10,2334.38
S3037,2025-03-04,Riccarton,Canterbury,Electronics,5,768.4
S3038,2025-07-02,Riccarton,Canterbury,Grocery,9,2117.18
S3039,2025-05-01,Riccarton,Canterbury,Electronics,5,59.56
S3040,2025-10-06,Hamilton Central,Waikato,Beauty,6,920.0
S3041,2025-07-10,Riccarton,Canterbury,Apparel,6,141.76
S3042,2025-12-10,Queen St,Auckland,Apparel,2,487.61
S3043,2025-10-20,Riccarton,Canterbury,Apparel,1,113.22
S3044,2025-08-05,Hamilton Central,Waikato,Electronics,10,1500.7
S3045,2025-12-28,George St,Otago,Electronics,8,185.71
S3046,2025-05-27,Lambton,Wellington,Home,9,2614.34
S3047,2025-09-22,Hamilton Central,Waikato,Home,11,2733.77
S3048,2025-02-12,Lambton,Wellington,Apparel,9,1261.58
S3049,2025-03-10,Queen St,Auckland,Electronics,10,2501.29
S3050,2025-11-08,Queen St,Auckland,Beauty,6,513.62
S3051,2025-10-19,Hamilton Central,Waikato,Beauty,8,1521.17
S3052,2025-02-16,Riccarton,Canterbury,Home,2,26.11
S3053,2025-10-27,Queen St,Auckland,Apparel,2,286.05
S3054,2025-04-08,Queen St,Auckland,Grocery,4,671.69
S3055,2025-07-24,Hamilton Central,Waikato,Beauty,2,525.52
S3056,2025-12-26,George St,Otago,Electronics,8,660.39
S3057,2025-12-23,George St,Otago,Beauty,11,1729.72
S3058,2025-11-26,Lambton,Wellington,Home,8,579.85
S3059,2025-01-23,Lambton,Wellington,Apparel,11,2717.5
S3060,2025-12-10,Hamilton Central,Waikato,Grocery,8,1002.29
S3061,2025-10-26,Lambton,Wellington,Grocery,1,296.49
S3062,2025-02-28,Hamilton Central,Waikato,Home,1,260.2
S3063,2025-02-01,George St,Otago,Electronics,10,570.43
S3064,2025-08-08,Lambton,Wellington,Grocery,11,2582.49
S3065,2025-12-10,Queen St,Auckland,Home,8,1507.76
S3066,2025-08-01,George St,Otago,Electronics,7,1272.46
S3067,2025-09-19,Queen St,Auckland,Beauty,5,86.66
S3068,2025-12-13,George St,Otago,Home,11,2029.88
S3069,2025-12-05,Queen St,Auckland,Electronics,8,688.74
S3070,2025-09-06,Lambton,Wellington,Beauty,4,815.82
S3071,2025-04-18,Queen St,Auckland,Home,7,1671.71
S3072,2025-03-01,Queen St,Auckland,Beauty,11,2804.28
S3073,2025-02-04,Hamilton Central,Waikato,Electronics,5,916.96
S3074,2025-03-08,Queen St,Auckland,Electronics,10,705.4
S3075,2025-08-16,Lambton,Wellington,Beauty,4,971.88
S3076,2025-05-09,Lambton,Wellington,Electronics,4,388.81
S3077,2025-10-01,Riccarton,Canterbury,Beauty,12,3266.11
S3078,2025-01-19,Lambton,Wellington,Electronics,4,328.44
S3079,2025-03-05,Hamilton Central,Waikato,Grocery,6,1064.76
S3080,2025-09-19,George St,Otago,Grocery,11,860.6
S3081,2025-10-03,Riccarton,Canterbury,Beauty,9,1959.01
S3082,2025-07-28,Riccarton,Canterbury,Grocery,6,1318.78
S3083,2025-01-15,Lambton,Wellington,Grocery,4,1002.63
S3084,2025-04-25,George St,Otago,Apparel,8,885.99
S3085,2025-12-08,Queen St,Auckland,Apparel,2,233.38
S3086,2025-03-04,Lambton,Wellington,Beauty,6,419.56
S3087,2025-08-25,George St,Otago,Home,11,1175.2
S3088,2025-04-22,Queen St,Auckland,Apparel,11,1062.95
S3089,2025-10-22,Queen St,Auckland,Home,11,1219.48
S3090,2025-07-23,Queen St,Auckland,Home,5,1037.28
S3091,2025-07-27,George St,Otago,Apparel,3,479.66
S3092,2025-06-08,George St,Otago,Electronics,6,1568.75
S3093,2025-08-13,George St,Otago,Apparel,1,259.37
S3094,2025-05-02,Riccarton,Canterbury,Beauty,12,3512.36
S3095,2025-11-26,George St,Otago,Electronics,5,1421.48
S3096,2025-12-25,George St,Otago,Apparel,3,341.7
S3097,2025-03-01,George St,Otago,Electronics,12,1218.49
S3098,2025-05-28,Hamilton Central,Waikato,Electronics,7,1359.95
S3099,2025-09-01,George St,Otago,Beauty,5,381.69
S3100,2025-07-08,Lambton,Wellington,Home,5,954.65
S3101,2025-08-15,George St,Otago,Beauty,2,147.98
S3102,2025-10-18,Queen St,Auckland,Beauty,6,505.52
S3103,2025-12-12,George St,Otago,Apparel,3,845.46
S3104,2025-04-25,Riccarton,Canterbury,Home,1,124.76
S3105,2025-06-12,Hamilton Central,Waikato,Grocery,6,1254.75
S3106,2025-02-15,Queen St,Auckland,Electronics,3,409.91
S3107,2025-06-03,Queen St,Auckland,Apparel,9,1067.35
S3108,2025-12-21,Riccarton,Canterbury,Home,11,2364.81
S3109,2025-04-24,George St,Otago,Grocery,12,256.88
S3110,2025-05-24,Hamilton Central,Waikato,Apparel,3,667.23
S3111,2025-08-23,Queen St,Auckland,Home,5,64.7
S3112,2025-07-17,Hamilton Central,Waikato,Apparel,9,657.5
S3113,2025-01-12,Riccarton,Canterbury,Home,12,1747.27
S3114,2025-08-22,Queen St,Auckland,Apparel,8,1244.5
S3115,2025-07-27,Riccarton,Canterbury,Grocery,4,965.08
S3116,2025-09-12,Hamilton Central,Waikato,Home,5,278.81
S3117,2025-02-15,Hamilton Central,Waikato,Electronics,10,813.01
S3118,2025-01-21,Queen St,Auckland,Electronics,11,1100.49
S3119,2025-11-04,George St,Otago,Apparel,8,1436.4
S3120,2025-07-09,Hamilton Central,Waikato,Electronics,12,1214.04
S3121,2025-03-07,Hamilton Central,Waikato,Beauty,2,508.96
S3122,2025-04-09,George St,Otago,Apparel,8,1554.89
S3123,2025-02-12,Queen St,Auckland,Grocery,5,1416.88
S3124,2025-03-23,Queen St,Auckland,Beauty,3,289.59
S3125,2025-04-28,George St,Otago,Apparel,3,565.38
S3126,2025-02-01,George St,Otago,Electronics,1,123.76
S3127,2025-04-04,Lambton,Wellington,Grocery,1,114.43
S3128,2025-11-03,Hamilton Central,Waikato,Electronics,10,1420.63
S3129,2025-08-05,Queen St,Auckland,Grocery,9,2292.01
S3130,2025-03-16,Riccarton,Canterbury,Apparel,7,430.28
S3131,2025-05-17,Riccarton,Canterbury,Grocery,10,2624.78
S3132,2025-09-28,Hamilton Central,Waikato,Beauty,9,2245.49
S3133,2025-04-25,Queen St,Auckland,Home,7,396.85
S3134,2025-12-11,Lambton,Wellington,Electronics,10,2006.63
S3135,2025-10-18,Hamilton Central,Waikato,Grocery,11,1836.07
S3136,2025-07-01,Riccarton,Canterbury,Electronics,6,1003.07
S3137,2025-07-03,George St,Otago,Electronics,7,1502.15
S3138,2025-04-19,Hamilton Central,Waikato,Home,12,620.94
S3139,2025-05-11,Riccarton,Canterbury,Home,4,514.69
S3140,2025-07-12,Lambton,Wellington,Apparel,8,562.06
S3141,2025-09-24,Riccarton,Canterbury,Grocery,4,54.09
S3142,2025-03-19,Riccarton,Canterbury,Electronics,4,878.74
S3143,2025-05-24,Riccarton,Canterbury,Apparel,10,1927.19
S3144,2025-12-26,Lambton,Wellington,Electronics,7,1641.54
S3145,2025-04-09,George St,Otago,Beauty,8,1569.53
S3146,2025-09-09,Hamilton Central,Waikato,Beauty,7,100.44
S3147,2025-04-05,Queen St,Auckland,Apparel,3,886.19
S3148,2025-09-12,Hamilton Central,Waikato,Electronics,4,705.89
S3149,2025-09-24,Hamilton Central,Waikato,Home,4,375.03
S3150,2025-08-19,George St,Otago,Beauty,5,656.52
S3151,2025-02-18,Lambton,Wellington,Home,4,1066.97
S3152,2025-02-28,Lambton,Wellington,Beauty,3,459.07
S3153,2025-01-25,Hamilton Central,Waikato,Electronics,4,753.22
S3154,2025-01-20,Lambton,Wellington,Apparel,9,1760.42
S3155,2025-05-11,George St,Otago,Grocery,3,794.81
S3156,2025-03-24,Queen St,Auckland,Apparel,4,1131.95
S3157,2025-10-09,Riccarton,Canterbury,Grocery,8,1400.62
S3158,2025-07-08,Hamilton Central,Waikato,Grocery,8,849.95
S3159,2025-03-01,George St,Otago,Beauty,1,104.31
S3160,2025-12-28,Queen St,Auckland,Home,9,1620.46
S3161,2025-06-23,Riccarton,Canterbury,Apparel,6,143.88
S3162,2025-11-19,Queen St,Auckland,Apparel,10,199.02
S3163,2025-08-15,Riccarton,Canterbury,Beauty,9,193.38
S3164,2025-02-07,Hamilton Central,Waikato,Electronics,8,1310.34
S3165,2025-09-21,Hamilton Central,Waikato,Apparel,1,227.46
S3166,2025-01-07,Lambton,Wellington,Grocery,5,1006.89
S3167,2025-10-06,Lambton,Wellington,Electronics,6,1734.52
S3168,2025-05-20,Hamilton Central,Waikato,Grocery,12,2079.62
S3169,2025-05-06,Riccarton,Canterbury,Apparel,1,17.5
S3170,2025-09-13,George St,Otago,Electronics,5,838.29
S3171,2025-04-25,Lambton,Wellington,Beauty,11,2871.16
S3172,2025-07-27,Hamilton Central,Waikato,Home,10,883.49
S3173,2025-08-13,Riccarton,Canterbury,Beauty,10,720.31
S3174,2025-01-08,Lambton,Wellington,Grocery,11,613.36
S3175,2025-04-21,George St,Otago,Home,2,159.05
S3176,2025-10-03,George St,Otago,Home,11,1769.78
S3177,2025-05-06,Queen St,Auckland,Grocery,2,73.78
S3178,2025-06-10,Hamilton Central,Waikato,Beauty,10,2832.43
S3179,2025-04-12,Hamilton Central,Waikato,Apparel,9,2645.85
S3180,2025-10-25,Queen St,Auckland,Grocery,8,1202.45
S3181,2025-07-18,George St,Otago,Electronics,3,221.17
S3182,2025-03-12,George St,Otago,Home,4,470.71
S3183,2025-03-12,Hamilton Central,Waikato,Grocery,12,1486.03
S3184,2025-07-02,George St,Otago,Beauty,1,50.84
S3185,2025-01-23,George St,Otago,Apparel,11,670.41
S3186,2025-09-14,Riccarton,Canterbury,Beauty,12,1295.44
S3187,2025-04-04,Queen St,Auckland,Grocery,4,451.39
S3188,2025-09-04,Hamilton Central,Waikato,Beauty,11,3083.12
S3189,2025-07-27,Riccarton,Canterbury,Electronics,5,641.95
S3190,2025-06-18,Riccarton,Canterbury,Grocery,4,410.32
S3191,2025-01-26,Hamilton Central,Waikato,Apparel,11,157.24
S3192,2025-07-24,Hamilton Central,Waikato,Beauty,4,183.39
S3193,2025-06-04,Lambton,Wellington,Grocery,1,265.09
S3194,2025-03-05,George St,Otago,Beauty,6,1093.23
S3195,2025-07-21,Queen St,Auckland,Apparel,12,630.83
S3196,2025-10-09,Queen St,Auckland,Apparel,2,322.4
S3197,2025-02-27,Queen St,Auckland,Home,12,1484.37
S3198,2025-09-11,Hamilton Central,Waikato,Apparel,8,667.01
S3199,2025-03-09,George St,Otago,Electronics,1,266.29
S3200,2025-12-14,Riccarton,Canterbury,Apparel,5,135.09
S3201,2025-02-25,George St,Otago,Electronics,5,847.09
S3202,2025-12-20,George St,Otago,Grocery,8,648.33
S3203,2025-03-10,Lambton,Wellington,Beauty,10,2498.96
S3204,2025-02-03,Riccarton,Canterbury,Electronics,3,233.78
S3205,2025-02-13,Queen St,Auckland,Grocery,5,518.38
S3206,2025-05-18,Queen St,Auckland,Beauty,6,1662.62
S3207,2025-11-25,Riccarton,Canterbury,Beauty,11,2389.07
S3208,2025-01-02,Lambton,Wellington,Home,3,123.37
S3209,2025-05-19,Lambton,Wellington,Home,11,2367.27
S3210,2025-04-18,George St,Otago,Apparel,6,757.12
S3211,2025-01-04,Riccarton,Canterbury,Home,9,1359.81
S3212,2025-04-06,Riccarton,Canterbury,Home,12,1465.51
S3213,2025-07-23,Queen St,Auckland,Home,10,1871.23
S3214,2025-07-06,Riccarton,Canterbury,Electronics,1,83.91
S3215,2025-10-14,Hamilton Central,Waikato,Apparel,11,1773.4
S3216,2025-02-16,Hamilton Central,Waikato,Grocery,9,1819.5
S3217,2025-07-08,Hamilton Central,Waikato,Electronics,5,584.48
S3218,2025-07-13,Riccarton,Canterbury,Home,4,770.21
S3219,2025-08-25,George St,Otago,Grocery,4,831.17
S3220,2025-11-27,Queen St,Auckland,Grocery,11,562.22
S3221,2025-10-08,Queen St,Auckland,Apparel,2,226.25
S3222,2025-12-13,George St,Otago,Apparel,6,594.98
S3223,2025-07-23,Riccarton,Canterbury,Electronics,11,583.2
S3224,2025-03-24,Hamilton Central,Waikato,Apparel,1,230.72
S3225,2025-10-22,George St,Otago,Electronics,4,761.19
S3226,2025-11-14,Riccarton,Canterbury,Electronics,6,487.96
S3227,2025-03-03,Riccarton,Canterbury,Electronics,8,1633.0
S3228,2025-07-14,Riccarton,Canterbury,Apparel,5,1230.5
S3229,2025-09-04,Hamilton Central,Waikato,Home,6,377.76
S3230,2025-04-18,George St,Otago,Electronics,10,2420.11
S3231,2025-11-19,Riccarton,Canterbury,Grocery,7,1968.84
S3232,2025-04-28,Lambton,Wellington,Grocery,6,119.25
S3233,2025-10-27,Queen St,Auckland,Electronics,4,395.43
S3234,2025-10-03,Riccarton,Canterbury,Beauty,7,1461.6
S3235,2025-05-12,Lambton,Wellington,Beauty,3,87.62
S3236,2025-11-07,Queen St,Auckland,Beauty,4,832.83
S3237,2025-10-02,Riccarton,Canterbury,Beauty,11,805.57
S3238,2025-09-27,Queen St,Auckland,Electronics,11,1419.03
S3239,2025-02-17,Lambton,Wellington,Electronics,8,277.69
S3240,2025-01-14,Hamilton Central,Waikato,Beauty,12,3534.19
S3241,2025-02-26,Lambton,Wellington,Home,7,1677.01
S3242,2025-09-27,Queen St,Auckland,Apparel,6,63.33
S3243,2025-10-03,Riccarton,Canterbury,Home,11,2070.47
S3244,2025-11-12,Queen St,Auckland,Grocery,12,1689.54
S3245,2025-09-22,Lambton,Wellington,Electronics,6,1570.78
S3246,2025-11-02,Lambton,Wellington,Apparel,7,297.7
S3247,2025-01-09,Queen St,Auckland,Apparel,5,412.01
S3248,2025-01-16,George St,Otago,Home,5,799.06
S3249,2025-02-07,Riccarton,Canterbury,Apparel,9,650.72
S3250,2025-06-05,George St,Otago,Grocery,6,1122.59
S3251,2025-03-26,Hamilton Central,Waikato,Beauty,4,960.9
S3252,2025-04-11,Queen St,Auckland,Home,7,697.24
S3253,2025-03-03,Queen St,Auckland,Electronics,1,166.66
S3254,2025-05-27,George St,Otago,Beauty,10,2583.52
S3255,2025-05-24,Lambton,Wellington,Home,8,545.76
S3256,2025-12-03,Hamilton Central,Waikato,Apparel,12,531.23
S3257,2025-06-21,Lambton,Wellington,Grocery,3,87.65
S3258,2025-09-26,Queen St,Auckland,Beauty,11,1296.13
S3259,2025-08-28,George St,Otago,Beauty,3,318.97
S3260,2025-08-28,Queen St,Auckland,Electronics,8,2183.33
S3261,2025-06-07,Lambton,Wellington,Grocery,11,1148.62
S3262,2025-05-14,Queen St,Auckland,Electronics,11,1348.79
S3263,2025-02-05,Hamilton Central,Waikato,Beauty,9,1161.53
S3264,2025-05-14,Hamilton Central,Waikato,Electronics,6,730.55
S3265,2025-12-23,Queen St,Auckland,Beauty,5,690.49
S3266,2025-03-19,George St,Otago,Grocery,4,1162.06
S3267,2025-07-26,George St,Otago,Home,10,1466.79
S3268,2025-08-05,Lambton,Wellington,Beauty,5,1381.68
S3269,2025-06-04,George St,Otago,Grocery,9,2404.24
S3270,2025-05-16,Lambton,Wellington,Home,1,281.37
S3271,2025-02-11,Queen St,Auckland,Apparel,12,2962.21
S3272,2025-02-26,Lambton,Wellington,Apparel,11,2023.63
S3273,2025-11-18,Queen St,Auckland,Grocery,5,1070.04
S3274,2025-09-07,George St,Otago,Grocery,6,1509.23
S3275,2025-06-25,Lambton,Wellington,Apparel,4,738.12
S3276,2025-11-07,Lambton,Wellington,Grocery,9,1916.18
S3277,2025-02-09,George St,Otago,Beauty,1,261.88
S3278,2025-11-16,Queen St,Auckland,Apparel,1,254.34
S3279,2025-02-26,Riccarton,Canterbury,Apparel,1,72.0
S3280,2025-09-20,Queen St,Auckland,Grocery,1,235.7
S3281,2025-11-18,Lambton,Wellington,Home,7,268.59
S3282,2025-01-10,Riccarton,Canterbury,Electronics,1,29.7
S3283,2025-08-23,Queen St,Auckland,Beauty,11,3096.53
S3284,2025-03-09,Riccarton,Canterbury,Electronics,11,2859.29
S3285,2025-02-19,Riccarton,Canterbury,Apparel,6,1533.92
S3286,2025-03-10,Lambton,Wellington,Beauty,8,576.91
S3287,2025-06-28,Lambton,Wellington,Electronics,2,469.54
S3288,2025-11-28,Hamilton Central,Waikato,Beauty,9,2165.0
S3289,2025-08-25,Hamilton Central,Waikato,Beauty,5,483.48
S3290,2025-10-03,Queen St,Auckland,Grocery,7,375.71
S3291,2025-08-12,Hamilton Central,Waikato,Grocery,2,231.81
S3292,2025-06-20,George St,Otago,Electronics,1,283.27
S3293,2025-08-26,Lambton,Wellington,Electronics,2,564.67
S3294,2025-09-19,George St,Otago,Home,6,659.85
S3295,2025-01-22,Lambton,Wellington,Home,10,2361.77
S3296,2025-01-17,Lambton,Wellington,Grocery,12,2071.1
S3297,2025-03-01,Hamilton Central,Waikato,Electronics,8,1038.7
S3298,2025-02-05,Hamilton Central,Waikato,Home,5,816.62
S3299,2025-07-22,Hamilton Central,Waikato,Beauty,8,2016.2
S3300,2025-09-16,Hamilton Central,Waikato,Home,10,1027.37
S3301,2025-07-16,Lambton,Wellington,Home,8,329.02
S3302,2025-09-13,Hamilton Central,Waikato,Electronics,2,169.04
S3303,2025-08-21,Queen St,Auckland,Home,8,1385.62
S3304,2025-02-02,Hamilton Central,Waikato,Beauty,8,1852.67
S3305,2025-02-10,Lambton,Wellington,Electronics,8,1239.55
S3306,2025-03-21,Lambton,Wellington,Grocery,6,357.52
S3307,2025-09-05,Queen St,Auckland,Grocery,7,1911.11
S3308,2025-09-24,Riccarton,Canterbury,Beauty,3,434.34
S3309,2025-05-17,Lambton,Wellington,Beauty,7,345.84
S3310,2025-08-12,Hamilton Central,Waikato,Apparel,10,1323.97
S3311,2025-12-05,Lambton,Wellington,Electronics,12,1319.44
S3312,2025-02-15,Riccarton,Canterbury,Apparel,11,121.66
